編號,中文地址,英文地址,地區,檢疫結束日期
1861,如意樓,YUE YEE MANSION,黃大仙,2020-03-02
1862,康強街19號,NO.19 HONG KEUNG STREET,黃大仙,2020-03-02
1863,彩雲(一)邨長波樓,"CHEUNG BOR HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-02
1864,富山邨富仁樓,"FU YAN HOUSE, FU SHAN ESTATE",黃大仙,2020-03-02
1865,黃大仙下邨(一區)龍華樓,"LUNG WAH HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-02
1866,慈民邨民泰樓,"MAN TAI HOUSE, TSZ MAN ESTATE",黃大仙,2020-03-02
1867,毓華樓,YUK WAH HOUSE,黃大仙,2020-03-02
1868,嘉強苑嘉盈閣B座,"BLOCK B, KA YING HOUSE, KA KEUNG COURT",黃大仙,2020-03-02
1869,橫頭磡邨宏德樓,"WANG TAK HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-02
1870,橫頭磡邨宏顯樓,"WANG HIN HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-02
1871,太子道東638號譽‧港灣6座,"BLOCK 6, THE LATITUDE, NO.638 PRINCE EDWARD ROAD EAST",黃大仙,2020-03-03
1872,太子道東638號譽‧港灣8座,"BLOCK 8, THE LATITUDE, NO.638 PRINCE EDWARD ROAD EAST",黃大仙,2020-03-03
1873,牛池灣西村,NGAU CHI WAN WEST VILLAGE,黃大仙,2020-03-03
1874,竹園道55號天馬苑B座,"BLOCK B, TIN MA COURT, NO.55 CHUK YUEN ROAD",黃大仙,2020-03-03
1875,彩虹道242號采頤花園7座,"BLOCK 7, RHYTHM GARDEN, NO.242 CHOI HUNG ROAD",黃大仙,2020-03-03
1876,彩雲(一)邨飛鳳樓,"FEI FUNG HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-03
1877,黃大仙上邨達善樓,"TAT SIN HOUSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-03
1878,黃大仙下邨(二區)龍盛樓,"LUNG SHING HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-03
1879,慈正邨正和樓,"CHING WO HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-03
1880,慈雲山慈康邨康添樓I座,"BLOCK I, HONG TIM HSE, TSZ HONG ESTATE, TSZ WAN SHAN",黃大仙,2020-03-03
1881,新蒲崗大廈D座,"BLOCK D, SAN PO KONG MANSION",黃大仙,2020-03-03
1882,蒲崗樓,PO KONG BUILDING,黃大仙,2020-03-03
1883,龍蟠苑龍璋閣E座,"BLOCK E, LUNG CHEUNG HOUSE, LUNG POON COURT",黃大仙,2020-03-03
1884,環鳳街24號,NO.24 WAN FUNG STREET,黃大仙,2020-03-03
1885,五芳街27-29號,27-29 NG FONG STREET,黃大仙,2020-03-04
1886,永定道2號威豪花園3座,"BLOCK 3, BAY VIEW GARDEN, NO.2 WING TING ROAD",黃大仙,2020-03-04
1887,安福大樓,ON FOOK BUILDING,黃大仙,2020-03-04
1888,沙田㘭邨和田樓(第1座)1座,"BLOCK 1, WO TIN HOUSE (BLK 1), SHATIN PASS ESTATE",黃大仙,2020-03-04
1889,昌泰大廈,CHEONG TAI BUILDING,黃大仙,2020-03-04
1890,東星大廈,TONG SING MANSION,黃大仙,2020-03-04
1891,東頭(二)邨康東樓,"HONG TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-04
1892,東頭(二)邨興東樓,"HING TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-04
1893,彩虹邨紫薇樓,"CHI MEI HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-04
1894,彩虹邨翠瓊樓,"CHUI KING HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-04
1895,彩雲(一)邨星辰樓,"SING SAN HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-04
1896,富山邨富信樓,"FU SHUN HOUSE, FU SHAN ESTATE",黃大仙,2020-03-04
1897,黃大仙下邨(二區)龍康樓,"LUNG HONG HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-04
1898,黃大仙下邨(二區)龍禧樓,"LUNG HEI HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-04
1899,慈樂邨樂滿樓,"LOK MOON HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-04
1900,翠竹街8號翠竹花園3座,"BLOCK 3, TSUI CHUK GARDEN, NO.8 CHUI CHUK STREET",黃大仙,2020-03-04
1901,橫頭磡邨宏興樓,"WANG HING HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-04
1902,龍蟠苑龍璧閣F座,"BLOCK F, LUNG BIK HOUSE, LUNG POON COURT",黃大仙,2020-03-04
1903,龍蟠街3號星河明居D座,"BLOCK D, GALAXIA, NO.3 LUNG POON STREET",黃大仙,2020-03-04
1904,瓊東街2號新麗花園C座,"BLOCK C, SUN LAI GARDEN, NO.2 KING TUNG STREET",黃大仙,2020-03-04
1905,鑽嶺,ASPEN CREST,黃大仙,2020-03-04
1906,竹園北邨桃園樓,"TOA YUEN HOUSE, CHUK YUEN NORTH ESTATE",黃大仙,2020-03-05
1907,東匯邨匯仁樓,"WUI YAN HOUSE, TUNG WUI ESTATE",黃大仙,2020-03-05
1908,東頭(二)邨振東樓,"CHUN TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-05
1909,東頭(二)邨泰東樓,"TAI TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-05
1910,東頭(二)邨富東樓,"FU TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-05
1911,東頭(二)邨貴東樓,"KWAI TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-05
1912,彩虹邨紅萼樓,"HUNG NGOK HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-05
1913,彩雲(二)邨瓊宮樓,"KING KUNG HOUSE, CHOI WAN (2) ESTATE",黃大仙,2020-03-05
1914,彩輝邨彩華樓,"CHOI WAH HOUSE, CHOI FAI ESTATE",黃大仙,2020-03-05
1915,景泰苑,KING TAI COURT,黃大仙,2020-03-05
1916,景福街65號,NO.65 KING FUK STREET,黃大仙,2020-03-05
1917,黃大仙下邨(一區)龍逸樓,"LUNG YAT HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-05
1918,黃大仙下邨(一區)龍達樓,"LUNG TAT HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-05
1919,黃大仙下邨(一區)龍豐樓,"LUNG FUNG HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-05
1920,黃大仙下邨(二區)龍慧樓,"LUNG WAI HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-05
1921,黃大仙下邨(二區)龍輝樓,"LUNG FAI HSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-05
1922,睦鄰街8號現崇山3B座,"BLOCK 3B, LIONS RISE, NO.8 MUK LUN STREET",黃大仙,2020-03-05
1923,豪門,LE BILLIONNAIRE,黃大仙,2020-03-05
1924,鳳德邨紫鳳樓,"TSZ FUNG HOUSE, FUNG TAK ESTATE",黃大仙,2020-03-05
1925,樂富邨宏逸樓,"WANG YAT HOUSE, LOK FU ESTATE",黃大仙,2020-03-05
1926,橫頭磡邨宏祖樓,"WANG CHO HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-05
1927,龍蟠街1號悅庭軒1座,"BLOCK 1, BEL AIR HEIGHTS, NO.1 LUNG POON STREET",黃大仙,2020-03-05
1928,豐盛街63號曉暉花園1座,"BLOCK 1, SCENIC VIEW, NO.63 FUNG SHING STREET",黃大仙,2020-03-05
1929,天宏苑宏景閣A座,"BLOCK A, WANG KING HOUSE, TIN WANG COURT",黃大仙,2020-03-06
1930,天馬苑駿飛閣C座,"BLOCK C, CHUN FEI HOUSE, TIN MA COURT",黃大仙,2020-03-06
1931,東頭(二)邨盛東樓,"SHING TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-06
1932,盈福苑,YING FUK COURT,黃大仙,2020-03-06
1933,崇齡街85號崇齡大廈B座,"BLOCK B, SHUNG LING BUILDING, NO.85 SHUNG LING STREET",黃大仙,2020-03-06
1934,彩虹邨丹鳳樓,"TAN FUNG HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-06
1935,彩虹邨錦雲樓,"KAM WAN HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-06
1936,富源樓,FOO YUEN BUILDING,黃大仙,2020-03-06
1937,黃大仙上邨詠善樓(第1座)1座,"BLOCK 1, WING SIN HSE (BLK 1), UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-06
1938,慈樂邨樂信樓,"LOK SHUN HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-06
1939,新蒲崗大廈,SAN PO KONG MANSION,黃大仙,2020-03-06
1940,鳳凰村大廈,FUNG WONG CHUEN BUILDING,黃大仙,2020-03-06
1941,鳳德邨斑鳳樓,"BAN FUNG HOUSE, FUNG TAK ESTATE",黃大仙,2020-03-06
1942,鳳鑽苑,FUNG CHUEN COURT,黃大仙,2020-03-06
1943,樂富邨樂泰樓(第5座)5座,"BLOCK 5, LOK TAI HOUSE (BLK 5), LOK FU ESTATE",黃大仙,2020-03-06
1944,橫頭磡邨宏暉樓,"WANG FAI HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-06
1945,橫頭磡邨宏照樓,"WANG CHIU HOUSE, WANG TAU HOM ESTATE",黃大仙,2020-03-06
1946,龍翔道110號豪苑3座,"BLOCK 3, TROPICANA GARDENS, NO.110 LUNG CHEUNG ROAD",黃大仙,2020-03-06
1947,聯合大樓,LUEN HOP BUILDING,黃大仙,2020-03-06
1948,天馬苑駿昇閣A座,"BLOCK A, CHUN SING HOUSE, TIN MA COURT",黃大仙,2020-03-07
1949,永華樓,WING WAH BUILDING,黃大仙,2020-03-07
1950,安利大廈,ON LEE BUILDING,黃大仙,2020-03-07
1951,安強大樓,ON KEUNG BUILDING,黃大仙,2020-03-07
1952,竹園北邨橡園樓,"CHEUNG YUEN HSE, CHUK YUEN NORTH ESTATE",黃大仙,2020-03-07
1953,竹園聯合村,CHUK YUEN UNITED VILLAGE,黃大仙,2020-03-07
1954,斧山道185號宏景花園6座,"BLOCK 6, GRAND VIEW GARDEN, NO.185 HAMMER HILL ROAD",黃大仙,2020-03-07
1955,東匯邨匯心樓,"WUI SUM HOUSE, TUNG WUI ESTATE",黃大仙,2020-03-07
1956,東頭(二)邨盈東樓,"YING TUNG HOUSE, TUNG TAU (II) ESTATE",黃大仙,2020-03-07
1957,金國大廈,KAM KWOK BUILDING,黃大仙,2020-03-07
1958,美東邨美仁樓,"MEI YAN HSE, MEI TUNG ESTATE",黃大仙,2020-03-07
1959,美東邨美東樓,"MEI TUNG HOUSE, MEI TUNG ESTATE",黃大仙,2020-03-07
1960,彩虹邨碧海樓,"PIK HOI HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-07
1961,彩虹邨綠晶樓,"LUK CHING HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-07
1962,彩雲(一)邨玉麟樓,"YUK LUN HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-07
1963,彩雲(一)邨游龍樓,"YAU LUNG HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-07
1964,彩雲(一)邨觀日樓,"KOON YAT HOUSE, CHOI WAN (1) ESTATE",黃大仙,2020-03-07
1965,彩輝邨彩葉樓,"CHOI YIP HOUSE, CHOI FAI ESTATE",黃大仙,2020-03-07
1966,黃大仙上邨昭善樓,"CHIU SIN HSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-07
1967,黃大仙上邨溢善樓,"YAT SIN HOUSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-07
1968,黃大仙下邨(一區)龍榮樓,"LUNG WING HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-07
1969,黃大仙下邨(一區)龍澤樓,"LUNG CHAK HOUSE, LOWER WONG TAI SIN (I) ESTATE",黃大仙,2020-03-07
1970,慈正邨正德樓,"CHING TAK HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-07
1971,慈樂邨樂仁樓,"LOK YAN HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-07
1972,慈樂邨樂安樓,"LOK ON HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-07
1973,慈樂邨樂旺樓,"LOK WONG HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-07
1974,翠竹街8號翠竹花園2座,"BLOCK 2, TSUI CHUK GARDEN, NO.8 CHUI CHUK STREET",黃大仙,2020-03-07
1975,翠鳳街42號,NO.42 TSUI FUNG STREET,黃大仙,2020-03-07
1976,鳳華樓,FUNG WAH HOUSE,黃大仙,2020-03-07
1977,鳳德邨硃鳳樓,"CHU FUNG HOUSE, FUNG TAK ESTATE",黃大仙,2020-03-07
1978,鳳德邨銀鳳樓,"NGAN FUNG HOUSE, FUNG TAK ESTATE",黃大仙,2020-03-07
1979,瓊東街8號嘉峰臺1座,"BLOCK 1, KINGSFORD TERRACE, NO.8 KING TUNG STREET",黃大仙,2020-03-07
1980,鵬程苑,PANG CHING COURT,黃大仙,2020-03-07
1981,寶翠大廈,PO TSUI MANSION,黃大仙,2020-03-07
1982,天馬苑駿威閣B座,"BLOCK B, CHUN WAI HOUSE, TIN MA COURT",黃大仙,2020-03-08
1983,永樂大廈,WING LOK BUILDING,黃大仙,2020-03-08
1984,竹園北邨蕙園樓,"WAI YUEN HSE, CHUK YUEN NORTH ESTATE",黃大仙,2020-03-08
1985,竹園南邨秀園樓,"SAU YUEN HOUSE, CHUK YUEN SOUTH ESTATE",黃大仙,2020-03-08
1986,竹園南邨趣園樓,"CHUI YUEN HOUSE, CHUK YUEN SOUTH ESTATE",黃大仙,2020-03-08
1987,東誠大廈,TONG SENG MANSION,黃大仙,2020-03-08
1988,美東邨美德樓,"MEI TAK HOUSE, MEI TUNG ESTATE",黃大仙,2020-03-08
1989,彩虹邨白雪樓,"PAK SUET HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-08
1990,彩虹邨金碧樓,"KAM PIK HOUSE, CHOI HUNG ESTATE",黃大仙,2020-03-08
1991,彩虹道242號采頤花園12座,"BLOCK 12, RHYTHM GARDEN, NO.242 CHOI HUNG ROAD",黃大仙,2020-03-08
1992,彩雲(二)邨明麗樓,"MING LAI HOUSE, CHOI WAN (2) ESTATE",黃大仙,2020-03-08
1993,彩雲(二)邨啟輝樓,"KAI FAI HOUSE, CHOI WAN (2) ESTATE",黃大仙,2020-03-08
1994,彩雲(二)邨豐澤樓,"FUNG CHAK HOUSE, CHOI WAN (2) ESTATE",黃大仙,2020-03-08
1995,富崇樓,FOO SHUNG MANSION,黃大仙,2020-03-08
1996,華基大樓,WAH KAY HOUSE,黃大仙,2020-03-08
1997,黃大仙上邨倡善樓,"CHEONG SIN HOUSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-08
1998,黃大仙上邨啟善樓,"KAI SIN HOUSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-08
1999,黃大仙上邨耀善樓,"YIU SIN HOUSE, UPPER WONG TAI SIN ESTATE",黃大仙,2020-03-08
2000,黃大仙下邨(二區)龍和樓,"LUNG WO HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-08
2001,黃大仙下邨(二區)龍滿樓,"LUNG MOON HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-08
2002,黃大仙下邨(二區)龍福樓,"LUNG FOOK HOUSE, LOWER WONG TAI SIN (II) ESTATE",黃大仙,2020-03-08
2003,慈正邨正安樓,"CHING ON HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2004,慈正邨正怡樓,"CHING YI HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2005,慈正邨正泰樓,"CHING TAI HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2006,慈正邨正康樓,"CHING HONG HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2007,慈正邨正暉樓,"CHING FAI HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2008,慈正邨正遠樓,"CHING YUEN HOUSE, TSZ CHING ESTATE",黃大仙,2020-03-08
2009,慈正邨服務設施大樓,"ANCILLARY FACILITIES BLOCK, TSZ CHING ESTATE",黃大仙,2020-03-08
2010,慈民邨民裕樓,"MAN YUE HOUSE, TSZ MAN ESTATE",黃大仙,2020-03-08
2011,慈愛苑愛賢閣B座,"BLOCK B, OI YIN HOUSE, TSZ OI COURT",黃大仙,2020-03-08
2012,慈樂邨樂合樓,"LOK HOP HOUSE, TSZ LOK ESTATE",黃大仙,2020-03-08
2013,新科技廣場,NEW TECH PLAZA,黃大仙,2020-03-08
2014,鳳德邨雪鳳樓,"SUET FUNG HOUSE, FUNG TAK ESTATE",黃大仙,2020-03-08
2015,樂富邨宏康樓,"WANG HONG HOUSE, LOK FU ESTATE",黃大仙,2020-03-08
2016,樂富邨樂民樓第4座,"BLOCK 4, LOK MAN HOUSE, LOK FU ESTATE",黃大仙,2020-03-08
2017,龍蟠街3號星河明居A座,"BLOCK A, GALAXIA, NO.3 LUNG POON STREET",黃大仙,2020-03-08
2018,牛頭角下邨貴新樓,"KWAI SUN HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-02-27
2019,牛頭角道3號得寶花園E座,"BLOCK E, TAK BO GARDEN, NO.3 NGAU TAU KOK ROAD",觀塘,2020-02-27
2020,牛頭角道77號淘大花園F座,"BLOCK F, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-02-27
2021,功樂大廈,KUNG LOK BUILDING,觀塘,2020-02-27
2022,安寧大廈,ON NING BUILDING,觀塘,2020-02-27
2023,秀茂坪(南)邨秀善樓(第3座),"SAU SIN HSE (BLK 3), SAU MAU PING (SOUTH) ESTATE",觀塘,2020-02-27
2024,油塘邨美塘樓,"MEI TONG HOUSE, YAU TONG ESTATE",觀塘,2020-02-27
2025,油翠苑沃美閣B座,"BLOCK B, YUK MEI HOUSE, YAU CHUI COURT",觀塘,2020-02-27
2026,油麗邨秀麗樓,"SAU LAI HSE, YAU LAI ESTATE",觀塘,2020-02-27
2027,花園大廈燕子樓,"YIN CHEE LAU, GARDEN ESTATE",觀塘,2020-02-27
2028,致昌大廈,CHI CHEONG BUILDING,觀塘,2020-02-27
2029,通明街52號J座,"BLOCK J, NO.52 TUNG MING STREET",觀塘,2020-02-27
2030,順利邨利溢樓,"LEE YAT HOUSE, SHUN LEE ESTATE",觀塘,2020-02-27
2031,德田邨德盛樓,"TAK SHING HOUSE, TAK TIN ESTATE",觀塘,2020-02-27
2032,德田邨德敬樓(第1座)1座,"BLOCK 1, TAK KING HOUSE (BLK 1), TAK TIN ESTATE",觀塘,2020-02-27
2033,樂華北邨達華樓,LOK WAH NORTH ESTATE TAT WAH HOUSE,觀塘,2020-02-27
2034,麗港街4號麗港城14座,"BLOCK 14, LAGUNA CITY, NO.4 LAGUNA STREET",觀塘,2020-02-27
2035,寶達邨達信樓,"TAT SHUN HSE, PO TAT ESTATE",觀塘,2020-02-27
2036,觀塘戲院大廈,KWUN TONG THEATRE BUILDING,觀塘,2020-02-27
2037,九龍灣德福花園I座,"BLOCK I, TELFORD GARDEN, KOWLOON BAY",觀塘,2020-02-28
2038,牛頭角上邨常悅樓,"SHEUNG YUET HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-02-28
2039,牛頭角道77號淘大花園A座,"BLOCK A, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-02-28
2040,油翠苑泳美閣E座,"BLOCK E, WING MEI HOUSE, YAU CHUI COURT",觀塘,2020-02-28
2041,油麗邨盈麗樓,"YING LAI HSE, YAU LAI ESTATE",觀塘,2020-02-28
2042,油麗邨頤麗樓F座,"BLOCK F, YI LAI HSE, YAU LAI ESTATE",觀塘,2020-02-28
2043,南泰大樓,NAM TAI MANSION,觀塘,2020-02-28
2044,高翔苑高瑞閣D座,"BLOCK D, KO SUI HSE, KO CHEUNG COURT",觀塘,2020-02-28
2045,偉業街33號德福花園C1座,"BLOCK C1, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-02-28
2046,偉業街33號德福花園D座,"BLOCK D, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-02-28
2047,康逸苑康麗閣(D座)D座,"BLOCK D, HONG LAI HOUSE (BLOCK D), HONG YAT COURT",觀塘,2020-02-28
2048,彩德邨彩亮樓(第7座),"CHOI LEUNG HOUSE (BLK 7), CHOI TAK ESTATE",觀塘,2020-02-28
2049,彩德邨彩信樓,"CHOI SHUN HSE, CHOI TAK ESTATE",觀塘,2020-02-28
2050,華豐大廈,HWA FUNG MANSION,觀塘,2020-02-28
2051,僑業大廈,KIU YIP MANSION,觀塘,2020-02-28
2052,翠屏(北)邨翠榕樓,"TSUI YUNG HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-02-28
2053,鴻發大樓,HUNG FAT BUILDING,觀塘,2020-02-28
2054,豐明大廈,MORLITE BUILDING,觀塘,2020-02-28
2055,鯉安苑鯉欣閣C座,"BLOCK C, LEI YAN HSE, LEI ON COURT",觀塘,2020-02-28
2056,觀塘花園大廈4座,"BLOCK 4, KWUN TONG GARDEN ESTATE",觀塘,2020-02-28
2057,觀塘道460-470號,NO.460-470 KWUN TONG ROAD,觀塘,2020-02-28
2058,牛頭角上邨常盛樓,"SHEUNG SHING HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-02-29
2059,牛頭角上邨常榮樓,"SHEUNG WING HSE, UPPER NGAU TAU KOK ESTATE",觀塘,2020-02-29
2060,牛頭角下邨貴月樓,"KWAI YUET HOUSE, LOWER NGAU TAU KOK ESTATE",觀塘,2020-02-29
2061,牛頭角道77號淘大花園N座,"BLOCK N, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-02-29
2062,平田邨服務設施大樓,"ANCILLARY FACILITIES BLOCK, PING TIN ESTATE",觀塘,2020-02-29
2063,多喜大廈,HAPPY BUILDING,觀塘,2020-02-29
2064,安泰邨和泰樓,"WO TAI HOUSE, ON TAI ESTATE",觀塘,2020-02-29
2065,安達邨圓達樓,"YUEN ON HSE, ON TAT ESTATE",觀塘,2020-02-29
2066,宏光道80號麗晶花園10座,"BLOCK 10, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-02-29
2067,秀茂坪(南)邨秀德樓,"SAU TAK HSE, SAU MAU PING (SOUTH) ESTATE",觀塘,2020-02-29
2068,秀茂坪(南)邨秀德樓(第2座),"SAU TAK HSE (BLK 2), SAU MAU PING (SOUTH) ESTATE",觀塘,2020-02-29
2069,明輝大廈,MING FAI BUILDING,觀塘,2020-02-29
2070,油翠苑漾美閣C座,"BLOCK C, YEUNG MEI HOUSE, YAU CHUI COURT",觀塘,2020-02-29
2071,南洋大樓,NAM YEUNG MANSION,觀塘,2020-02-29
2072,高怡邨高遠樓,"KO YUEN HOUSE, KO YEE ESTATE",觀塘,2020-02-29
2073,高俊苑俊滙閣A座,"BLOCK A, CHUN WUI HOUSE, KO CHUN COURT",觀塘,2020-02-29
2074,偉業街33號德福花園U座,"BLOCK U, TELFORD GARDENS, NO.33 WAI YIP STREET",觀塘,2020-02-29
2075,彩德邨彩敬樓(第6座),"CHOI KING HOUSE (BLK 6), CHOI TAK ESTATE",觀塘,2020-02-29
2076,彩興苑彩薈閣,"CHOI WUI HOUSE, CHOI HING COURT",觀塘,2020-02-29
2077,雲漢大樓,WAN HON MANSION,觀塘,2020-02-29
2078,雲漢街26號雲漢大樓,"WAN HON MANSION, NO.26 WAN HON STREET",觀塘,2020-02-29
2079,順天邨天榮樓,"TIN WING HOUSE, SHUN TIN ESTATE",觀塘,2020-02-29
2080,匯景道8號滙景花園4座,"BLOCK 4, SCENEWAY GARDEN, NO.8 SCENEWAY ROAD",觀塘,2020-02-29
2081,翠屏(南)邨翠樂樓,"TSUI LOK HOUSE, TSUI PING (SOUTH) ESTATE",觀塘,2020-02-29
2082,德田邨德隆樓,"TAK LUNG HOUSE , TAK TIN ESTATE",觀塘,2020-02-29
2083,德明樓,TAK MING BUILDING,觀塘,2020-02-29
2084,德朗邨德瑞樓,"TAK SUI HOUSE, TAK LONG ESTATE",觀塘,2020-02-29
2085,曉麗苑曉晴閣C座,"BLOCK C, HIU CHING HOUSE, HIU LAI COURT",觀塘,2020-02-29
2086,寶達邨達顯樓,"TAT HIN HSE, PO TAT ESTATE",觀塘,2020-02-29
2087,寶達邨達顯樓,"TAT HIN HSE, PO TAT ESTATE",觀塘,2020-02-29
2088,觀塘道448號,NO.448 KWUN TONG ROAD,觀塘,2020-02-29
2089,三喜大廈,SAM HEI BUILDING,觀塘,2020-03-01
2090,安達邨賢達樓,"YIN TAT HOUSE, ON TAT ESTATE",觀塘,2020-03-01
2091,百富閣,PARK MANSION,觀塘,2020-03-01
2092,宏光道80號麗晶花園20座,"BLOCK 20, RICHLAND GARDENS, NO.80 WANG KWONG ROAD",觀塘,2020-03-01
2093,和樂邨居安樓,"KUI ON HOUSE, WO LOK ESTATE",觀塘,2020-03-01
2094,油塘邨榮塘樓,"WING TONG HSE, YAU TONG ESTATE",觀塘,2020-03-01
2095,油翠苑溢美閣D座,"BLOCK D, YAT MEI HOUSE, YAU CHUI COURT",觀塘,2020-03-01
2096,油麗邨仁麗樓,"YAN LAI HSE, YAU LAI ESTATE",觀塘,2020-03-01
2097,泰康樓B座,"BLOCK B, TAI HONG BUILDING",觀塘,2020-03-01
2098,茶果嶺大廈,CHA KWO LING BUILDING,觀塘,2020-03-01
2099,彩盈邨盈富樓,"YING FU HOUSE, CHOI YING ESTATE",觀塘,2020-03-01
2100,瑞和大廈,SHUI WO HOUSE,觀塘,2020-03-01
2101,翠屏(北)邨翠安樓,"TSUI ON HOUSE, TSUI PING (NORTH) ESTATE",觀塘,2020-03-01
2102,樂昌樓,LOK CHEONG BUILDING,觀塘,2020-03-01
2103,樂華邨奐華樓,"WUN WAH HOUSE, LOK WAH ESTATE",觀塘,2020-03-01
2104,樂華邨寧華樓,"NING WAH HOUSE, LOK WAH NORTH ESTATE",觀塘,2020-03-01
2105,曉麗苑曉星閣B座,"HIU SING HOUSE, HIU LAI COURT",觀塘,2020-03-01
2106,藍田邨藍蔚樓(第4座),"LAM WAI HOUSE (BLK 4), LAM TIN ESTATE",觀塘,2020-03-01
2107,藍田邨藍蔚樓4座,"BLOCK 4, LAM WAI HOUSE , LAM TIN ESTATE",觀塘,2020-03-01
2108,藍田啟田道31號康田苑C座,"BLOCK C, HONG TIN COURT, NO.31 KAI TIN ROAD, LAM TIN",觀塘,2020-03-01
2109,鯉安苑鯉景閣E座,"BLOCK E, LEI KING HSE, LEI ON COURT",觀塘,2020-03-01
2110,鯉安苑鯉逸閣B座,"BLOCK B, LEI YAT HSE, LEI ON COURT",觀塘,2020-03-01
2111,鯉魚門邨鯉意樓,"LEI YE HSE, LEI YUE MUN ESTATE",觀塘,2020-03-01
2112,麗港街5號麗港城18座,"BLOCK 18, LAGUNA CITY, NO.5 LAGUNA STREET",觀塘,2020-03-01
2113,牛頭角道297號觀塘花園大廈玉蓮臺4座,"BLOCK 4, LOTUS TOWER, KWUN TONG GARDEN EST, NO.297 NGAUTAU KOK ROAD",觀塘,2020-03-02
2114,牛頭角道77號淘大花園G座,"BLOCK G, AMOY GARDENS, NO.77 NGAU TAU KOK ROAD",觀塘,2020-03-02
